time_sec,speed_mph,speed_kmh
901.0,26.6,42.80855040000001
902.0,26.5,42.647616
903.0,26.5,42.647616
904.0,26.5,42.647616
905.0,26.3,42.3257472
906.0,26.2,42.1648128
907.0,26.2,42.1648128
908.0,25.9,41.6820096
909.0,25.6,41.19920640000001
910.0,25.6,41.19920640000001
911.0,25.9,41.6820096
912.0,25.8,41.521075200000006
913.0,25.5,41.038272000000006
914.0,24.6,39.58986240000001
915.0,23.5,37.819584000000006
916.0,22.2,35.7274368
917.0,21.6,34.76183040000001
918.0,21.6,34.76183040000001
919.0,21.7,34.9227648
920.0,22.6,36.37117440000001
921.0,23.4,37.6586496
922.0,24.0,38.624256
923.0,24.2,38.9461248
924.0,24.4,39.2679936
925.0,24.9,40.0726656
926.0,25.1,40.394534400000005
927.0,25.2,40.5554688
928.0,25.3,40.7164032
929.0,25.5,41.038272000000006
930.0,25.2,40.5554688
931.0,25.0,40.2336
932.0,25.0,40.2336
933.0,25.0,40.2336
934.0,24.7,39.7507968
935.0,24.5,39.428928
936.0,24.3,39.1070592
937.0,24.3,39.1070592
938.0,24.5,39.428928
939.0,25.0,40.2336
940.0,25.0,40.2336
941.0,24.6,39.58986240000001
942.0,24.6,39.58986240000001
943.0,24.1,38.785190400000005
944.0,24.5,39.428928
945.0,25.1,40.394534400000005
946.0,25.6,41.19920640000001
947.0,25.1,40.394534400000005
948.0,24.0,38.624256
949.0,22.0,35.405568
950.0,20.1,32.347814400000004
951.0,16.9,27.1979136
952.0,13.6,21.8870784
953.0,10.3,16.576243200000004
954.0,7.0,11.265408
955.0,3.7,5.954572800000001
956.0,0.4,0.6437376000000001
957.0,0.0,0.0
958.0,0.0,0.0
959.0,0.0,0.0
960.0,2.0,3.218688
961.0,5.3,8.5295232
962.0,8.6,13.8403584
963.0,11.9,19.151193600000003
964.0,15.2,24.4620288
965.0,17.5,28.163520000000002
966.0,18.6,29.933798400000004
967.0,20.0,32.18688
968.0,21.1,33.957158400000004
969.0,22.0,35.405568
970.0,23.0,37.014912
971.0,24.5,39.428928
972.0,26.3,42.3257472
